Year,Series,Ministry,Department,Unit,Value
2020,Actual Spent,"Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity",Department of Agriculture,Millions in Vatu (VUV),12
2020,Actual Spent,"Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity",Department of Biosecurity,Millions in Vatu (VUV),16
2020,Actual Spent,"Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity",Department of Fisheries,Millions in Vatu (VUV),85
2020,Actual Spent,"Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity",Department of Forestry,Millions in Vatu (VUV),0
2020,Actual Spent,"Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity",Livestock,Millions in Vatu (VUV),1
2020,Actual Spent,"Ministry of Climate Change Adaptation, Geohazards, Meteorology and Energy",Department of Climate Change,Millions in Vatu (VUV),132
2020,Actual Spent,"Ministry of Climate Change Adaptation, Geohazards, Meteorology and Energy",Energy Department,Millions in Vatu (VUV),293
2020,Actual Spent,"Ministry of Climate Change Adaptation, Geohazards, Meteorology and Energy",Environment Department,Millions in Vatu (VUV),25
2020,Actual Spent,"Ministry of Climate Change Adaptation, Geohazards, Meteorology and Energy",MoCC Coporate Service Unit,Millions in Vatu (VUV),1
2020,Actual Spent,"Ministry of Climate Change Adaptation, Geohazards, Meteorology and Energy",National Disaster Management Office,Millions in Vatu (VUV),0
2020,Actual Spent,"Ministry of Climate Change Adaptation, Geohazards, Meteorology and Energy",Vanuatu Meteorological Services,Millions in Vatu (VUV),34
2020,Actual Spent,Ministry of Education & Training,Director General Directorate,Millions in Vatu (VUV),58
2020,Actual Spent,Ministry of Education & Training,Education Service Directorate,Millions in Vatu (VUV),167
2020,Actual Spent,Ministry of Education & Training,Finance & Administration Directorate,Millions in Vatu (VUV),76
2020,Actual Spent,Ministry of Education & Training,Policy & Planning Directorate,Millions in Vatu (VUV),4
2020,Actual Spent,Ministry of Education & Training,Tertiary Education Directorate,Millions in Vatu (VUV),63
2020,Actual Spent,Ministry of Finance and Economic Management,Department of Customs and Inland Revenue,Millions in Vatu (VUV),60
2020,Actual Spent,Ministry of Finance and Economic Management,Department of Finance & Treasury,Millions in Vatu (VUV),2193
2020,Actual Spent,Ministry of Finance and Economic Management,MFEM Corporate Services,Millions in Vatu (VUV),207
2020,Actual Spent,Ministry of Finance and Economic Management,National Statistics Office,Millions in Vatu (VUV),207
2020,Actual Spent,"Ministry of Foreign Affairs, International Cooperation and External Trade","Department of External Trade, Industry and Investment",Millions in Vatu (VUV),3
2020,Actual Spent,"Ministry of Foreign Affairs, International Cooperation and External Trade",Department of Foreign Affairs,Millions in Vatu (VUV),19
2020,Actual Spent,Ministry of Health,Department of Health,Millions in Vatu (VUV),538
2020,Actual Spent,Ministry of Infrastructure and Public Utilities,Department of Public Works,Millions in Vatu (VUV),3036
2020,Actual Spent,Ministry of Infrastructure and Public Utilities,Vanuatu Telecommunications Regulator,Millions in Vatu (VUV),0
2020,Actual Spent,Ministry of Internal Affairs,Civil Registry Office,Millions in Vatu (VUV),5
2020,Actual Spent,Ministry of Internal Affairs,Department of Immigration,Millions in Vatu (VUV),2
2020,Actual Spent,Ministry of Internal Affairs,Department of Labour,Millions in Vatu (VUV),2
2020,Actual Spent,Ministry of Internal Affairs,Department of Provincial Affairs,Millions in Vatu (VUV),19
2020,Actual Spent,Ministry of Internal Affairs,Electoral Office,Millions in Vatu (VUV),37
2020,Actual Spent,Ministry of Internal Affairs,Internal Affairs Cabinet,Millions in Vatu (VUV),14
2020,Actual Spent,Ministry of Justice and Social Welfare,Correctional Services,Millions in Vatu (VUV),22
2020,Actual Spent,Ministry of Justice and Social Welfare,Department of Womens Affairs,Millions in Vatu (VUV),27
2020,Actual Spent,Ministry of Justice and Social Welfare,Ministry of Justice & Social Welfare Corporate Service Unit,Millions in Vatu (VUV),6
2020,Actual Spent,"Ministry of Lands, Mines & Water Resources",Department of Geology and Mines,Millions in Vatu (VUV),241
2020,Actual Spent,"Ministry of Tourism, Trade, Commerce and Ni- Vanuatu Business",Department of Industry,Millions in Vatu (VUV),14
2020,Actual Spent,"Ministry of Tourism, Trade, Commerce and Ni- Vanuatu Business",Trade and Ni Vanuatu Business Corporate Service Unit,Millions in Vatu (VUV),79
2020,Actual Spent,Ministry of Youth Development and Sports,Department of Youth and Sport,Millions in Vatu (VUV),30
2020,Actual Spent,Prime Ministers Ministry,Department of Strategic Policy Cordination & Corporate Services,Millions in Vatu (VUV),128
2020,Actual Spent,Prime Ministers Ministry,Office of the Government Chief Information Officer,Millions in Vatu (VUV),16
2020,Actual Spent,Prime Ministers Ministry,Vanuatu Project Management Unit,Millions in Vatu (VUV),287
2021,Actual Spent,Constitutional Agencies,Electoral Office,Millions in Vatu (VUV),23
2021,Actual Spent,Constitutional Agencies,Judiciary,Millions in Vatu (VUV),0
2021,Actual Spent,Constitutional Agencies,National Audit Office,Millions in Vatu (VUV),1
2021,Actual Spent,Constitutional Agencies,Office of the Ombudsman,Millions in Vatu (VUV),0
2021,Actual Spent,Constitutional Agencies,Parliament,Millions in Vatu (VUV),8
2021,Actual Spent,Constitutional Agencies,Public Prosecutor,Millions in Vatu (VUV),16
2021,Actual Spent,Constitutional Agencies,Public Service Commission,Millions in Vatu (VUV),6
2021,Actual Spent,"Ministry of Agriculture, Livestock, Forestry and Biosecurity","Agriculture, Quarantine, Forestry and Fisheries Cabinet",Millions in Vatu (VUV),0
2021,Actual Spent,"Ministry of Agriculture, Livestock, Forestry and Biosecurity",Department of Agriculture,Millions in Vatu (VUV),11
2021,Actual Spent,"Ministry of Agriculture, Livestock, Forestry and Biosecurity",Department of Biosecurity,Millions in Vatu (VUV),6
2021,Actual Spent,"Ministry of Agriculture, Livestock, Forestry and Biosecurity",Department of Forestry,Millions in Vatu (VUV),1
2021,Actual Spent,"Ministry of Agriculture, Livestock, Forestry and Biosecurity",Livestock,Millions in Vatu (VUV),0
2021,Actual Spent,"Ministry of Climate Change Adaptation, Geohazards, Meteorology and Energy",Department of Climate Change,Millions in Vatu (VUV),100
2021,Actual Spent,"Ministry of Climate Change Adaptation, Geohazards, Meteorology and Energy",Energy Department,Millions in Vatu (VUV),188
2021,Actual Spent,"Ministry of Climate Change Adaptation, Geohazards, Meteorology and Energy",Environment Department,Millions in Vatu (VUV),23
2021,Actual Spent,"Ministry of Climate Change Adaptation, Geohazards, Meteorology and Energy",MoCC Coporate Service Unit,Millions in Vatu (VUV),0
2021,Actual Spent,"Ministry of Climate Change Adaptation, Geohazards, Meteorology and Energy",National Disaster Management Office,Millions in Vatu (VUV),-3
2021,Actual Spent,"Ministry of Climate Change Adaptation, Geohazards, Meteorology and Energy",Vanuatu Meteorological Services,Millions in Vatu (VUV),83
2021,Actual Spent,Ministry of Education & Training,Director General Directorate,Millions in Vatu (VUV),4
2021,Actual Spent,Ministry of Education & Training,Education Service Directorate,Millions in Vatu (VUV),1389
2021,Actual Spent,Ministry of Education & Training,Finance & Administration Directorate,Millions in Vatu (VUV),46
2021,Actual Spent,Ministry of Education & Training,Policy & Planning Directorate,Millions in Vatu (VUV),4
2021,Actual Spent,Ministry of Education & Training,Tertiary Education Directorate,Millions in Vatu (VUV),95
2021,Actual Spent,Ministry of Finance and Economic Management,Department of Customs and Inland Revenue,Millions in Vatu (VUV),18
2021,Actual Spent,Ministry of Finance and Economic Management,Department of Finance & Treasury,Millions in Vatu (VUV),1179
2021,Actual Spent,Ministry of Finance and Economic Management,MFEM Corporate Services,Millions in Vatu (VUV),66
2021,Actual Spent,Ministry of Finance and Economic Management,National Statistics Office,Millions in Vatu (VUV),29
2021,Actual Spent,"Ministry of Fisheries, Oceans and Maritime Affairs",Department of Fisheries,Millions in Vatu (VUV),49
2021,Actual Spent,"Ministry of Foreign Affairs, International Cooperation and External Trade",Department of Foreign Affairs,Millions in Vatu (VUV),1
2021,Actual Spent,Ministry of Health,Department of Health,Millions in Vatu (VUV),965
2021,Actual Spent,Ministry of Infrastructure and Public Utilities,Department of Public Works,Millions in Vatu (VUV),4731
2021,Actual Spent,Ministry of Infrastructure and Public Utilities,Vanuatu Telecommunications Regulator,Millions in Vatu (VUV),46
2021,Actual Spent,Ministry of Internal Affairs,Civil Registry Office,Millions in Vatu (VUV),4
2021,Actual Spent,Ministry of Internal Affairs,Department of Immigration,Millions in Vatu (VUV),83
2021,Actual Spent,Ministry of Internal Affairs,Department of Provincial Affairs,Millions in Vatu (VUV),-1
2021,Actual Spent,Ministry of Internal Affairs,Internal Affairs Cabinet,Millions in Vatu (VUV),-2
2021,Actual Spent,"Ministry of Lands, Mines & Water Resources",Department of Geology and Mines,Millions in Vatu (VUV),283
2021,Actual Spent,"Ministry of Tourism, Trade, Commerce and Ni- Vanuatu Business",Department of Cooperatives and Ni-Vanuatu Business Development,Millions in Vatu (VUV),1
2021,Actual Spent,"Ministry of Tourism, Trade, Commerce and Ni- Vanuatu Business",Department of Industry,Millions in Vatu (VUV),6
2021,Actual Spent,"Ministry of Tourism, Trade, Commerce and Ni- Vanuatu Business",Trade and Ni Vanuatu Business Corporate Service Unit,Millions in Vatu (VUV),74
2021,Actual Spent,"Ministry of Tourism, Trade, Commerce and Ni- Vanuatu Business",Trade Development Division,Millions in Vatu (VUV),19
2021,Actual Spent,"Ministry of Youth, Justice and Community Services",Correctional Services,Millions in Vatu (VUV),3
2021,Actual Spent,"Ministry of Youth, Justice and Community Services",Department of Womens Affairs,Millions in Vatu (VUV),27
2021,Actual Spent,"Ministry of Youth, Justice and Community Services",Department of Youth and Sport,Millions in Vatu (VUV),22
2021,Actual Spent,"Ministry of Youth, Justice and Community Services",Ministry of Justice & Social Welfare Corporate Service Unit,Millions in Vatu (VUV),14
2021,Actual Spent,Prime Ministers Ministry,Department of Communications and Digital Transformation  (DCDT),Millions in Vatu (VUV),44
2021,Actual Spent,Prime Ministers Ministry,Department of Strategic Policy Cordination & Corporate Services,Millions in Vatu (VUV),25
2021,Actual Spent,Prime Ministers Ministry,Language Services Department,Millions in Vatu (VUV),0
2021,Actual Spent,Prime Ministers Ministry,Vanuatu Project Management Unit (VPMU),Millions in Vatu (VUV),711
2022,Actual Spent,Constitutional Agencies,Electoral Office,Millions in Vatu (VUV),8
2022,Actual Spent,Constitutional Agencies,Judiciary,Millions in Vatu (VUV),11
2022,Actual Spent,Constitutional Agencies,Malvatumauri Council of Chiefs,Millions in Vatu (VUV),3
2022,Actual Spent,Constitutional Agencies,National Audit Office,Millions in Vatu (VUV),17
2022,Actual Spent,Constitutional Agencies,Office of the Ombudsman,Millions in Vatu (VUV),0
2022,Actual Spent,Constitutional Agencies,Parliament,Millions in Vatu (VUV),1
2022,Actual Spent,Constitutional Agencies,Public Prosecutor,Millions in Vatu (VUV),9
2022,Actual Spent,Constitutional Agencies,Public Service Commission,Millions in Vatu (VUV),1
2022,Actual Spent,"Ministry of Agriculture, Livestock, Forestry and Biosecurity",Department of Agriculture,Millions in Vatu (VUV),25
2022,Actual Spent,"Ministry of Agriculture, Livestock, Forestry and Biosecurity",Department of Biosecurity,Millions in Vatu (VUV),6
2022,Actual Spent,"Ministry of Agriculture, Livestock, Forestry and Biosecurity",Department of Forestry,Millions in Vatu (VUV),2
2022,Actual Spent,"Ministry of Agriculture, Livestock, Forestry and Biosecurity",Livestock,Millions in Vatu (VUV),0
2022,Actual Spent,"Ministry of Agriculture, Livestock, Forestry and Biosecurity",MALFFB Coporate Services,Millions in Vatu (VUV),1
2022,Actual Spent,"Ministry of Climate Change Adaptation, Geohazards, Meteorology and Energy",Department of Climate Change,Millions in Vatu (VUV),41
2022,Actual Spent,"Ministry of Climate Change Adaptation, Geohazards, Meteorology and Energy",Energy Department,Millions in Vatu (VUV),173
2022,Actual Spent,"Ministry of Climate Change Adaptation, Geohazards, Meteorology and Energy",Environment Department,Millions in Vatu (VUV),15
2022,Actual Spent,"Ministry of Climate Change Adaptation, Geohazards, Meteorology and Energy",National Disaster Management Office,Millions in Vatu (VUV),0
2022,Actual Spent,"Ministry of Climate Change Adaptation, Geohazards, Meteorology and Energy",Vanuatu Meteorological Services,Millions in Vatu (VUV),81
2022,Actual Spent,Ministry of Education & Training,Director General Directorate,Millions in Vatu (VUV),17
2022,Actual Spent,Ministry of Education & Training,Education Service Directorate,Millions in Vatu (VUV),1255
2022,Actual Spent,Ministry of Education & Training,Finance & Administration Directorate,Millions in Vatu (VUV),79
2022,Actual Spent,Ministry of Education & Training,Policy & Planning Directorate,Millions in Vatu (VUV),0
2022,Actual Spent,Ministry of Education & Training,Tertiary Education Directorate,Millions in Vatu (VUV),60
2022,Actual Spent,Ministry of Finance and Economic Management,Department of Customs and Inland Revenue,Millions in Vatu (VUV),17
2022,Actual Spent,Ministry of Finance and Economic Management,Department of Finance & Treasury,Millions in Vatu (VUV),656
2022,Actual Spent,Ministry of Finance and Economic Management,MFEM Corporate Services,Millions in Vatu (VUV),6
2022,Actual Spent,Ministry of Finance and Economic Management,National Statistics Office,Millions in Vatu (VUV),248
2022,Actual Spent,"Ministry of Fisheries, Oceans and Maritime Affairs",Department of Fisheries,Millions in Vatu (VUV),73
2022,Actual Spent,"Ministry of Foreign Affairs, International Cooperation and External Trade",Department of Foreign Affairs,Millions in Vatu (VUV),209
2022,Actual Spent,Ministry of Health,Department of Health,Millions in Vatu (VUV),1299
2022,Actual Spent,Ministry of Infrastructure and Public Utilities,Department of Public Works,Millions in Vatu (VUV),4774
2022,Actual Spent,Ministry of Infrastructure and Public Utilities,Vanuatu Telecommunications Regulator,Millions in Vatu (VUV),26
2022,Actual Spent,Ministry of Internal Affairs,Civil Registry Office,Millions in Vatu (VUV),15
2022,Actual Spent,Ministry of Internal Affairs,Department of Immigration,Millions in Vatu (VUV),2
2022,Actual Spent,Ministry of Internal Affairs,Department of Provincial Affairs,Millions in Vatu (VUV),1
2022,Actual Spent,Ministry of Internal Affairs,Department of Urban Affairs and Planning,Millions in Vatu (VUV),29
2022,Actual Spent,"Ministry of Lands, Mines & Water Resources",Corporate Services,Millions in Vatu (VUV),0
2022,Actual Spent,"Ministry of Lands, Mines & Water Resources",Department of Geology and Mines,Millions in Vatu (VUV),283
