Year,Series,Ministry,Department,Unit,Value
2020,Actual Spent,"Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity",Department of Agriculture,Millions in Vatu (VUV),644
2020,Actual Spent,"Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity",Department of Biosecurity,Millions in Vatu (VUV),317
2020,Actual Spent,"Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity",Department of Fisheries,Millions in Vatu (VUV),216
2020,Actual Spent,"Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity",Department of Forestry,Millions in Vatu (VUV),74
2020,Actual Spent,"Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity",Livestock,Millions in Vatu (VUV),316
2020,Actual Spent,"Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity",Parliament Secretariat - Ministry of Agriculture,Millions in Vatu (VUV),0
2020,Actual Spent,"Ministry of Climate Change Adaptation, Geohazards, Meteorology and Energy","Climate Change Adaptation, Geohazards, Meteorology and Energy Cabinet",Millions in Vatu (VUV),68
2020,Actual Spent,"Ministry of Climate Change Adaptation, Geohazards, Meteorology and Energy",Department of Climate Change,Millions in Vatu (VUV),33
2020,Actual Spent,"Ministry of Climate Change Adaptation, Geohazards, Meteorology and Energy",Energy Department,Millions in Vatu (VUV),163
2020,Actual Spent,"Ministry of Climate Change Adaptation, Geohazards, Meteorology and Energy",Environment Department,Millions in Vatu (VUV),60
2020,Actual Spent,"Ministry of Climate Change Adaptation, Geohazards, Meteorology and Energy",MoCC Coporate Service Unit,Millions in Vatu (VUV),88
2020,Actual Spent,"Ministry of Climate Change Adaptation, Geohazards, Meteorology and Energy",National Disaster Management Office,Millions in Vatu (VUV),56
2020,Actual Spent,"Ministry of Climate Change Adaptation, Geohazards, Meteorology and Energy",Vanuatu Meteorological Services,Millions in Vatu (VUV),163
2020,Actual Spent,Ministry of Education & Training,Director General Directorate,Millions in Vatu (VUV),50
2020,Actual Spent,Ministry of Education & Training,Education Commissions and Councils,Millions in Vatu (VUV),125
2020,Actual Spent,Ministry of Education & Training,Education Service Directorate,Millions in Vatu (VUV),6072
2020,Actual Spent,Ministry of Education & Training,Finance & Administration Directorate,Millions in Vatu (VUV),393
2020,Actual Spent,Ministry of Education & Training,MoE Cabinet,Millions in Vatu (VUV),80
2020,Actual Spent,Ministry of Education & Training,Policy & Planning Directorate,Millions in Vatu (VUV),38
2020,Actual Spent,Ministry of Education & Training,Tertiary Education Directorate,Millions in Vatu (VUV),709
2020,Actual Spent,Ministry of Finance and Economic Management,Department of Customs and Inland Revenue,Millions in Vatu (VUV),590
2020,Actual Spent,Ministry of Finance and Economic Management,Department of Finance & Treasury,Millions in Vatu (VUV),14338
2020,Actual Spent,Ministry of Finance and Economic Management,MFEM Cabinet,Millions in Vatu (VUV),72
2020,Actual Spent,Ministry of Finance and Economic Management,MFEM Corporate Services,Millions in Vatu (VUV),181
2020,Actual Spent,Ministry of Finance and Economic Management,National Statistics Office,Millions in Vatu (VUV),287
2020,Actual Spent,"Ministry of Foreign Affairs, International Cooperation and External Trade","Department of External Trade, Industry and Investment",Millions in Vatu (VUV),58
2020,Actual Spent,"Ministry of Foreign Affairs, International Cooperation and External Trade",Department of Foreign Affairs,Millions in Vatu (VUV),483
2020,Actual Spent,"Ministry of Foreign Affairs, International Cooperation and External Trade",Ministry of Foreign Affairs Cabinet,Millions in Vatu (VUV),94
2020,Actual Spent,Ministry of Health,Department of Health,Millions in Vatu (VUV),3392
2020,Actual Spent,Ministry of Health,Health Cabinet,Millions in Vatu (VUV),85
2020,Actual Spent,Ministry of Infrastructure and Public Utilities,Civil Aviation Authority,Millions in Vatu (VUV),113
2020,Actual Spent,Ministry of Infrastructure and Public Utilities,Department of Ports and Harbours,Millions in Vatu (VUV),288
2020,Actual Spent,Ministry of Infrastructure and Public Utilities,Department of Public Works,Millions in Vatu (VUV),1069
2020,Actual Spent,Ministry of Infrastructure and Public Utilities,MIPU Cabinet,Millions in Vatu (VUV),168
2020,Actual Spent,Ministry of Internal Affairs,Civil Registry Office,Millions in Vatu (VUV),38
2020,Actual Spent,Ministry of Internal Affairs,Department of Immigration,Millions in Vatu (VUV),131
2020,Actual Spent,Ministry of Internal Affairs,Department of Labour,Millions in Vatu (VUV),70
2020,Actual Spent,Ministry of Internal Affairs,Department of Provincial Affairs,Millions in Vatu (VUV),870
2020,Actual Spent,Ministry of Internal Affairs,Electoral Office,Millions in Vatu (VUV),153
2020,Actual Spent,Ministry of Internal Affairs,Internal Affairs Cabinet,Millions in Vatu (VUV),307
2020,Actual Spent,Ministry of Internal Affairs,Police Service Commission,Millions in Vatu (VUV),13
2020,Actual Spent,Ministry of Internal Affairs,Vanuatu Mobile Force,Millions in Vatu (VUV),391
2020,Actual Spent,Ministry of Internal Affairs,Vanuatu Police Force,Millions in Vatu (VUV),988
2020,Actual Spent,Ministry of Justice and Social Welfare,Correctional Services,Millions in Vatu (VUV),313
2020,Actual Spent,Ministry of Justice and Social Welfare,Customary land management Office,Millions in Vatu (VUV),61
2020,Actual Spent,Ministry of Justice and Social Welfare,Department of Womens Affairs,Millions in Vatu (VUV),31
2020,Actual Spent,Ministry of Justice and Social Welfare,Ministry of Justice & Social Welfare Corporate Service Unit,Millions in Vatu (VUV),87
2020,Actual Spent,Ministry of Justice and Social Welfare,Ministry of Justice and Community Service,Millions in Vatu (VUV),65
2020,Actual Spent,Ministry of Justice and Social Welfare,Vanuatu Law Commission,Millions in Vatu (VUV),26
2020,Actual Spent,"Ministry of Lands, Mines & Water Resources",Cabinet Operations,Millions in Vatu (VUV),61
2020,Actual Spent,"Ministry of Lands, Mines & Water Resources",Corporate Services,Millions in Vatu (VUV),129
2020,Actual Spent,"Ministry of Lands, Mines & Water Resources",Department of Geology and Mines,Millions in Vatu (VUV),225
2020,Actual Spent,"Ministry of Lands, Mines & Water Resources",Department of Land Records,Millions in Vatu (VUV),23
2020,Actual Spent,"Ministry of Lands, Mines & Water Resources",Department of Land Survey,Millions in Vatu (VUV),96
2020,Actual Spent,"Ministry of Lands, Mines & Water Resources",Department of Lands,Millions in Vatu (VUV),52
2020,Actual Spent,"Ministry of Lands, Mines & Water Resources",Valuer General,Millions in Vatu (VUV),13
2020,Actual Spent,"Ministry of Tourism, Trade, Commerce and Ni- Vanuatu Business",Department of Cooperatives and Ni-Vanuatu Business Development,Millions in Vatu (VUV),101
2020,Actual Spent,"Ministry of Tourism, Trade, Commerce and Ni- Vanuatu Business",Department of Industry,Millions in Vatu (VUV),82
2020,Actual Spent,"Ministry of Tourism, Trade, Commerce and Ni- Vanuatu Business",Department of Tourism,Millions in Vatu (VUV),134
2020,Actual Spent,"Ministry of Tourism, Trade, Commerce and Ni- Vanuatu Business","Ministry of Commerce, Industry and Tourism Cabinet",Millions in Vatu (VUV),84
2020,Actual Spent,"Ministry of Tourism, Trade, Commerce and Ni- Vanuatu Business",Trade and Ni Vanuatu Business Corporate Service Unit,Millions in Vatu (VUV),178
2020,Actual Spent,Ministry of Youth Development and Sports,Department of Youth and Sport,Millions in Vatu (VUV),134
2020,Actual Spent,Ministry of Youth Development and Sports,Ministry of Youth Development and Training,Millions in Vatu (VUV),63
2020,Actual Spent,Prime Ministers Ministry,Department of Strategic Policy Cordination & Corporate Services,Millions in Vatu (VUV),106
2020,Actual Spent,Prime Ministers Ministry,Government Remuneration Tribunal,Millions in Vatu (VUV),17
2020,Actual Spent,Prime Ministers Ministry,Language Services Department,Millions in Vatu (VUV),41
2020,Actual Spent,Prime Ministers Ministry,Office of the Government Chief Information Officer,Millions in Vatu (VUV),315
2020,Actual Spent,Prime Ministers Ministry,PMO Corporate Service Unit,Millions in Vatu (VUV),112
2020,Actual Spent,Prime Ministers Ministry,Prime Ministers Cabinet,Millions in Vatu (VUV),130
2020,Actual Spent,Prime Ministers Ministry,Vanuatu Project Management Unit,Millions in Vatu (VUV),149
2021,Actual Spent,Constitutional Agencies,Citizenship Office,Millions in Vatu (VUV),37
2021,Actual Spent,Constitutional Agencies,Electoral Office,Millions in Vatu (VUV),121
2021,Actual Spent,Constitutional Agencies,Judicial Services Commission,Millions in Vatu (VUV),0
2021,Actual Spent,Constitutional Agencies,Judiciary,Millions in Vatu (VUV),315
2021,Actual Spent,Constitutional Agencies,Malvatumauri Council of Chiefs,Millions in Vatu (VUV),93
2021,Actual Spent,Constitutional Agencies,National Audit Office,Millions in Vatu (VUV),84
2021,Actual Spent,Constitutional Agencies,Office of the Attorney General,Millions in Vatu (VUV),214
2021,Actual Spent,Constitutional Agencies,Office of the Ombudsman,Millions in Vatu (VUV),61
2021,Actual Spent,Constitutional Agencies,Parliament,Millions in Vatu (VUV),975
2021,Actual Spent,Constitutional Agencies,President of the Republic,Millions in Vatu (VUV),78
2021,Actual Spent,Constitutional Agencies,Public Prosecutor,Millions in Vatu (VUV),99
2021,Actual Spent,Constitutional Agencies,Public Service Commission,Millions in Vatu (VUV),263
2021,Actual Spent,Constitutional Agencies,Public Solicitor,Millions in Vatu (VUV),81
2021,Actual Spent,"Ministry of Agriculture, Livestock, Forestry and Biosecurity","Agriculture, Quarantine, Forestry and Fisheries Cabinet",Millions in Vatu (VUV),530
2021,Actual Spent,"Ministry of Agriculture, Livestock, Forestry and Biosecurity",Department of Agriculture,Millions in Vatu (VUV),525
2021,Actual Spent,"Ministry of Agriculture, Livestock, Forestry and Biosecurity",Department of Biosecurity,Millions in Vatu (VUV),191
2021,Actual Spent,"Ministry of Agriculture, Livestock, Forestry and Biosecurity",Department of Forestry,Millions in Vatu (VUV),165
2021,Actual Spent,"Ministry of Agriculture, Livestock, Forestry and Biosecurity",Livestock,Millions in Vatu (VUV),402
2021,Actual Spent,"Ministry of Agriculture, Livestock, Forestry and Biosecurity",Parliament Secretariat - Ministry of Agriculture,Millions in Vatu (VUV),0
2021,Actual Spent,"Ministry of Climate Change Adaptation, Geohazards, Meteorology and Energy","Climate Change Adaptation, Geohazards, Meteorology and Energy Cabinet",Millions in Vatu (VUV),65
2021,Actual Spent,"Ministry of Climate Change Adaptation, Geohazards, Meteorology and Energy",Department of Climate Change,Millions in Vatu (VUV),36
2021,Actual Spent,"Ministry of Climate Change Adaptation, Geohazards, Meteorology and Energy",Energy Department,Millions in Vatu (VUV),191
2021,Actual Spent,"Ministry of Climate Change Adaptation, Geohazards, Meteorology and Energy",Environment Department,Millions in Vatu (VUV),68
2021,Actual Spent,"Ministry of Climate Change Adaptation, Geohazards, Meteorology and Energy",MoCC Coporate Service Unit,Millions in Vatu (VUV),95
2021,Actual Spent,"Ministry of Climate Change Adaptation, Geohazards, Meteorology and Energy",National Disaster Management Office,Millions in Vatu (VUV),60
2021,Actual Spent,"Ministry of Climate Change Adaptation, Geohazards, Meteorology and Energy",Vanuatu Meteorological Services,Millions in Vatu (VUV),176
2021,Actual Spent,Ministry of Education & Training,Director General Directorate,Millions in Vatu (VUV),50
2021,Actual Spent,Ministry of Education & Training,Education Commissions and Councils,Millions in Vatu (VUV),143
2021,Actual Spent,Ministry of Education & Training,Education Service Directorate,Millions in Vatu (VUV),6761
2021,Actual Spent,Ministry of Education & Training,Finance & Administration Directorate,Millions in Vatu (VUV),503
2021,Actual Spent,Ministry of Education & Training,MoE Cabinet,Millions in Vatu (VUV),69
2021,Actual Spent,Ministry of Education & Training,Policy & Planning Directorate,Millions in Vatu (VUV),39
2021,Actual Spent,Ministry of Education & Training,Tertiary Education Directorate,Millions in Vatu (VUV),1966
2021,Actual Spent,Ministry of Finance and Economic Management,Department of Customs and Inland Revenue,Millions in Vatu (VUV),603
2021,Actual Spent,Ministry of Finance and Economic Management,Department of Finance & Treasury,Millions in Vatu (VUV),10353
2021,Actual Spent,Ministry of Finance and Economic Management,MFEM Cabinet,Millions in Vatu (VUV),84
2021,Actual Spent,Ministry of Finance and Economic Management,MFEM Corporate Services,Millions in Vatu (VUV),176
2021,Actual Spent,Ministry of Finance and Economic Management,National Statistics Office,Millions in Vatu (VUV),193
2021,Actual Spent,Ministry of Finance and Economic Management,"Ministry of Fisheries, Oceans and Maritime Affairs",Millions in Vatu (VUV),387
2021,Actual Spent,Ministry of Finance and Economic Management,Department of Fisheries,Millions in Vatu (VUV),387
2021,Actual Spent,"Ministry of Foreign Affairs, International Cooperation and External Trade","Department of External Trade, Industry and Investment",Millions in Vatu (VUV),32
2021,Actual Spent,"Ministry of Foreign Affairs, International Cooperation and External Trade",Department of Foreign Affairs,Millions in Vatu (VUV),460
2021,Actual Spent,"Ministry of Foreign Affairs, International Cooperation and External Trade",Ministry of Foreign Affairs Cabinet,Millions in Vatu (VUV),98
2021,Actual Spent,Ministry of Health,Department of Health,Millions in Vatu (VUV),3181
2021,Actual Spent,Ministry of Health,Health Cabinet,Millions in Vatu (VUV),84
2021,Actual Spent,Ministry of Infrastructure and Public Utilities,Civil Aviation Authority,Millions in Vatu (VUV),110
2021,Actual Spent,Ministry of Infrastructure and Public Utilities,Department of Ports and Harbour,Millions in Vatu (VUV),274
2021,Actual Spent,Ministry of Infrastructure and Public Utilities,Department of Public Works,Millions in Vatu (VUV),3776
2021,Actual Spent,Ministry of Infrastructure and Public Utilities,MIPU Cabinet,Millions in Vatu (VUV),184
2021,Actual Spent,Ministry of Internal Affairs,Civil Registry Office,Millions in Vatu (VUV),42
2021,Actual Spent,Ministry of Internal Affairs,Department of Immigration,Millions in Vatu (VUV),173
2021,Actual Spent,Ministry of Internal Affairs,Department of Labour,Millions in Vatu (VUV),122
2021,Actual Spent,Ministry of Internal Affairs,Department of Provincial Affairs,Millions in Vatu (VUV),938
2021,Actual Spent,Ministry of Internal Affairs,Internal Affairs Cabinet,Millions in Vatu (VUV),197
2021,Actual Spent,Ministry of Internal Affairs,Police Service Commission,Millions in Vatu (VUV),15
2021,Actual Spent,Ministry of Internal Affairs,Vanuatu Mobile Force,Millions in Vatu (VUV),430
2021,Actual Spent,Ministry of Internal Affairs,Vanuatu Police Force,Millions in Vatu (VUV),1129
2021,Actual Spent,"Ministry of Lands, Mines & Water Resources",Cabinet Operations,Millions in Vatu (VUV),62
2021,Actual Spent,"Ministry of Lands, Mines & Water Resources",Corporate Services,Millions in Vatu (VUV),107
2021,Actual Spent,"Ministry of Lands, Mines & Water Resources",Department of Geology and Mines,Millions in Vatu (VUV),179
